Experiment,Date,Ping_Target,Tracked_Interface,Fail_Start_Time,Fail_End_Time,Failover_Duration_sec,Ping_Loss_Duration_sec,Total_Pings,Successful_Pings,Lost_Pings,Packet_Loss_Percent,Avg_Latency_ms,Min_Latency_ms,Max_Latency_ms,CPU_Before,CPU_After,Jitter_ms,Median_Latency_ms,Latency_95th_ms,Latency_99th_ms
69,2025-12-12 02:00:16,1.1.1.1,GigabitEthernet0/0,2.259,13.392,11.1329,11.1329,140,129,11,7.857142857142857,6.876971370490023,3.996133804321289,12.194156646728516,3.0,7.0,1.519,6.742,9.384,11.299
70,2025-12-12 02:00:48,1.1.1.1,GigabitEthernet0/0,2.211,13.345,11.1334,11.1334,137,126,11,8.02919708029197,6.969118875170511,3.3431053161621094,18.045902252197266,1.0,6.0,2.199,6.486,10.215,16.087
71,2025-12-12 02:01:20,1.1.1.1,GigabitEthernet0/0,2.25,11.36,9.1103,9.1103,141,132,9,6.382978723404255,6.436418403278697,3.397226333618164,10.955333709716797,2.0,8.0,1.187,6.368,8.536,9.684
72,2025-12-12 02:01:49,1.1.1.1,GigabitEthernet0/0,2.258,10.355,8.0967,8.0967,138,130,8,5.797101449275362,6.703484975374662,4.014730453491211,15.701532363891602,1.0,3.0,1.746,6.364,9.266,12.872
73,2025-12-12 02:02:18,1.1.1.1,GigabitEthernet0/0,2.219,12.343,10.1244,10.1244,131,121,10,7.633587786259542,7.685982491359238,4.158496856689453,26.398658752441406,1.0,3.0,3.276,7.07,12.722,20.635
74,2025-12-12 02:02:49,1.1.1.1,GigabitEthernet0/0,2.326,5.362,3.0363,3.0363,127,124,3,2.3622047244094486,7.7587173831078315,0,36.21792793273926,2.0,,4.262,6.733,13.598,21.531
75,2025-12-12 02:03:13,1.1.1.1,GigabitEthernet0/0,2.289,12.408,10.1187,10.1187,138,128,10,7.246376811594203,7.411526516079903,4.502534866333008,45.22871971130371,,4.0,3.707,6.842,10.121,11.42
76,2025-12-12 02:03:44,1.1.1.1,GigabitEthernet0/0,2.305,11.419,9.1139,9.1139,136,127,9,6.61764705882353,7.325071049487497,4.242420196533203,16.089916229248047,2.0,3.0,1.842,7.023,10.413,13.027
77,2025-12-12 02:04:14,1.1.1.1,GigabitEthernet0/0,2.231,12.353,10.1216,10.1216,137,127,10,7.2992700729927,6.927957684974971,4.444122314453125,14.10365104675293,1.0,4.0,1.581,6.784,8.976,12.453
78,2025-12-12 02:04:44,1.1.1.1,GigabitEthernet0/0,2.253,13.384,11.1315,11.1315,141,130,11,7.801418439716312,6.603807669419509,4.415750503540039,12.001752853393555,3.0,9.0,1.119,6.567,8.165,9.598
79,2025-12-12 02:05:16,1.1.1.1,GigabitEthernet0/0,2.285,11.394,9.1085,9.1085,143,134,9,6.293706293706294,6.429223871942776,4.389047622680664,10.852575302124023,1.0,3.0,1.258,6.165,8.572,9.634
80,2025-12-12 02:05:46,1.1.1.1,GigabitEthernet0/0,2.289,11.399,9.11,9.11,131,122,9,6.870229007633588,7.945428129102363,4.831790924072266,23.169279098510742,8.0,2.0,3.368,7.028,13.611,21.52
81,2025-12-12 02:06:15,1.1.1.1,GigabitEthernet0/0,2.258,12.377,10.1192,10.1192,135,125,10,7.4074074074074066,7.428108215332031,4.934072494506836,12.521505355834961,2.0,3.0,1.716,7.076,11.113,11.842
82,2025-12-12 02:06:46,1.1.1.1,GigabitEthernet0/0,2.222,13.358,11.1359,11.1359,137,126,11,8.02919708029197,7.0047397462148515,4.609584808349609,12.925386428833008,6.0,7.0,1.5,6.594,9.556,10.896
83,2025-12-12 02:07:18,1.1.1.1,GigabitEthernet0/0,2.279,11.388,9.1088,9.1088,129,120,9,6.976744186046512,8.136391639709473,4.835605621337891,23.789644241333008,2.0,10.0,4.158,6.668,20.989,23.088
84,2025-12-12 02:07:48,1.1.1.1,GigabitEthernet0/0,2.235,6.283,4.048,4.048,127,123,4,3.149606299212598,7.5139340346421655,0,16.544342041015625,1.0,,2.441,6.915,12.619,14.649
85,2025-12-12 02:08:13,1.1.1.1,GigabitEthernet0/0,2.275,12.398,10.1227,10.1227,139,129,10,7.194244604316546,7.157078085019607,4.029273986816406,17.467260360717773,,9.0,2.133,6.696,10.046,16.098
86,2025-12-12 02:08:44,1.1.1.1,GigabitEthernet0/0,2.207,12.33,10.1223,10.1223,136,126,10,7.352941176470589,6.86584957062252,4.5166015625,13.48567008972168,1.0,8.0,1.429,6.615,9.378,10.747
87,2025-12-12 02:09:14,1.1.1.1,GigabitEthernet0/0,2.275,12.399,10.124,10.124,136,126,10,7.352941176470589,7.417934281485421,4.392147064208984,37.447452545166016,2.0,7.0,4.885,6.412,10.408,29.85
88,2025-12-12 02:09:45,1.1.1.1,GigabitEthernet0/0,2.229,13.362,11.1333,11.1333,132,121,11,8.333333333333332,7.8209687855618055,4.049539566040039,27.036666870117188,1.0,5.0,3.836,7.124,10.976,23.727
89,2025-12-12 02:10:17,1.1.1.1,GigabitEthernet0/0,2.268,13.401,11.1323,11.1323,140,129,11,7.857142857142857,6.897316422573356,4.551172256469727,13.308525085449219,3.0,2.0,1.188,6.608,9.033,9.642
90,2025-12-12 02:10:49,1.1.1.1,GigabitEthernet0/0,2.256,14.402,12.1452,12.1452,136,124,12,8.823529411764707,7.533094575328212,4.128217697143555,25.051593780517578,2.0,8.0,2.906,6.895,10.211,18.953
91,2025-12-12 02:11:21,1.1.1.1,GigabitEthernet0/0,2.319,13.452,11.133,11.133,129,118,11,8.527131782945736,8.618601297928116,4.934549331665039,26.34739875793457,2.0,2.0,3.897,7.411,15.845,22.072
92,2025-12-12 02:11:53,1.1.1.1,GigabitEthernet0/0,2.255,11.363,9.1076,9.1076,138,129,9,6.521739130434782,6.8508137104123135,4.955053329467773,11.14654541015625,3.0,6.0,1.067,6.66,8.83,9.887
93,2025-12-12 02:12:23,1.1.1.1,GigabitEthernet0/0,2.3,11.417,9.1177,9.1177,141,132,9,6.382978723404255,6.801384868043842,4.468202590942383,13.544797897338867,1.0,7.0,1.415,6.525,9.446,11.237
94,2025-12-12 02:12:53,1.1.1.1,GigabitEthernet0/0,2.292,11.4,9.1084,9.1084,124,115,9,7.258064516129033,8.869755786398184,0,31.3720703125,1.0,7.0,4.944,7.455,16.365,28.004
95,2025-12-12 02:13:22,1.1.1.1,GigabitEthernet0/0,2.27,10.367,8.0973,8.0973,135,127,8,5.9259259259259265,7.1956660803847425,4.687070846557617,15.276670455932617,1.0,6.0,1.637,7.012,9.417,12.928
96,2025-12-12 02:13:51,1.1.1.1,GigabitEthernet0/0,2.268,12.389,10.1208,10.1208,135,125,10,7.4074074074074066,7.440528869628906,3.835439682006836,20.790576934814453,2.0,2.0,2.398,6.93,11.801,15.51
97,2025-12-12 02:14:22,1.1.1.1,GigabitEthernet0/0,2.303,13.438,11.1342,11.1342,140,129,11,7.857142857142857,7.065893143646477,4.398822784423828,19.795656204223633,6.0,8.0,1.758,6.806,9.06,11.627
98,2025-12-12 02:14:54,1.1.1.1,GigabitEthernet0/0,2.241,12.363,10.1218,10.1218,137,127,10,7.2992700729927,7.045430461252768,3.7689208984375,10.50424575805664,2.0,7.0,1.187,7.028,8.891,9.52
99,2025-12-12 02:15:25,1.1.1.1,GigabitEthernet0/0,2.288,10.385,8.0973,8.0973,139,131,8,5.755395683453238,6.805034084174469,4.017114639282227,26.09729766845703,1.0,9.0,2.092,6.536,8.94,9.748
100,2025-12-12 02:15:54,1.1.1.1,GigabitEthernet0/0,2.255,12.377,10.1212,10.1212,140,130,10,7.142857142857142,6.786408791175256,4.1637420654296875,28.90634536743164,1.0,7.0,2.326,6.349,8.816,12.068
101,2025-12-12 02:16:25,1.1.1.1,GigabitEthernet0/0,2.245,12.368,10.1223,10.1223,135,125,10,7.4074074074074066,7.301784515380859,4.7283172607421875,11.907339096069336,2.0,9.0,1.467,6.968,10.031,11.463
102,2025-12-12 02:16:55,1.1.1.1,GigabitEthernet0/0,2.278,13.411,11.1337,11.1337,127,116,11,8.661417322834646,8.728047897075784,3.612995147705078,50.455331802368164,1.0,1.0,6.817,6.836,21.965,25.975
103,2025-12-12 02:17:27,1.1.1.1,GigabitEthernet0/0,2.268,11.378,9.1106,9.1106,142,133,9,6.338028169014084,6.428186158488567,4.280328750610352,30.710697174072266,2.0,7.0,2.33,6.053,8.283,9.67
104,2025-12-12 02:17:57,1.1.1.1,GigabitEthernet0/0,2.24,11.352,9.1121,9.1121,137,128,9,6.569343065693431,6.893755868077278,3.8361549377441406,20.20406723022461,2.0,7.0,1.704,6.685,8.604,12.137
105,2025-12-12 02:18:27,1.1.1.1,GigabitEthernet0/0,2.286,12.408,10.1222,10.1222,135,125,10,7.4074074074074066,7.553442001342773,4.16874885559082,22.738933563232422,1.0,6.0,3.022,6.711,12.104,19.444
106,2025-12-12 02:18:58,1.1.1.1,GigabitEthernet0/0,2.288,13.422,11.1339,11.1339,143,132,11,7.6923076923076925,6.581862767537435,4.48155403137207,10.63084602355957,2.0,2.0,1.24,6.378,8.959,10.276
107,2025-12-12 02:19:30,1.1.1.1,GigabitEthernet0/0,2.221,12.354,10.1331,10.1331,135,125,10,7.4074074074074066,7.135524749755859,4.162311553955078,20.607709884643555,2.0,3.0,1.898,6.764,9.959,11.295
108,2025-12-12 02:20:00,1.1.1.1,GigabitEthernet0/0,2.303,11.412,9.1098,9.1098,137,128,9,6.569343065693431,7.277335971593857,4.510164260864258,15.892505645751953,3.0,1.0,1.725,7.022,9.714,12.851
109,2025-12-12 02:20:30,1.1.1.1,GigabitEthernet0/0,2.255,11.364,9.1089,9.1089,135,126,9,6.666666666666667,7.310978950016082,4.845619201660156,18.211841583251953,1.0,4.0,2.064,6.897,9.806,15.297
110,2025-12-12 02:21:00,1.1.1.1,GigabitEthernet0/0,2.255,12.376,10.1213,10.1213,134,124,10,7.462686567164178,7.527059124362085,4.514455795288086,16.353607177734375,1.0,2.0,1.978,7.128,10.807,11.351
111,2025-12-12 02:21:31,1.1.1.1,GigabitEthernet0/0,2.248,12.37,10.1219,10.1219,138,128,10,7.246376811594203,6.896018981933594,4.286766052246094,13.553380966186523,3.0,2.0,1.528,6.646,9.604,11.914
112,2025-12-12 02:22:01,1.1.1.1,GigabitEthernet0/0,2.268,13.402,11.1348,11.1348,141,130,11,7.801418439716312,6.85420403113732,4.5909881591796875,10.303735733032227,3.0,3.0,1.254,6.572,9.078,9.768
113,2025-12-12 02:22:33,1.1.1.1,GigabitEthernet0/0,2.238,13.37,11.1329,11.1329,132,121,11,8.333333333333332,7.704661897391327,4.046440124511719,23.76723289489746,7.0,7.0,3.709,6.339,13.174,21.77
114,2025-12-12 02:23:05,1.1.1.1,GigabitEthernet0/0,2.226,11.335,9.1093,9.1093,132,123,9,6.8181818181818175,7.461832790839963,3.8275718688964844,20.17068862915039,2.0,7.0,2.81,6.84,11.133,19.993
115,2025-12-12 02:23:35,1.1.1.1,GigabitEthernet0/0,2.374,13.512,11.1376,11.1376,141,130,11,7.801418439716312,7.439057643596943,3.6339759826660156,19.978761672973633,2.0,7.0,1.97,7.012,10.181,14.174
116,2025-12-12 02:24:07,1.1.1.1,GigabitEthernet0/0,2.254,13.388,11.1343,11.1343,121,110,11,9.090909090909092,9.668324210427024,4.633426666259766,27.281999588012695,1.0,4.0,4.796,7.931,21.667,23.1
117,2025-12-12 02:24:38,1.1.1.1,GigabitEthernet0/0,2.263,13.396,11.1327,11.1327,142,131,11,7.746478873239436,6.626535007971843,3.7546157836914062,10.639667510986328,1.0,2.0,1.223,6.558,8.813,9.682
118,2025-12-12 02:25:10,1.1.1.1,GigabitEthernet0/0,2.25,13.39,11.1393,11.1393,138,127,11,7.971014492753622,7.075358563520777,4.252195358276367,17.611026763916016,2.0,7.0,1.605,6.846,9.346,11.086
119,2025-12-12 02:25:42,1.1.1.1,GigabitEthernet0/0,2.283,11.393,9.1099,9.1099,137,128,9,6.569343065693431,7.0870183408260345,4.410505294799805,12.508630752563477,1.0,2.0,1.268,6.886,9.292,10.314
