Experiment,Date,Ping_Target,Tracked_Interface,Fail_Start_Time,Fail_End_Time,Failover_Duration_sec,Ping_Loss_Duration_sec,Total_Pings,Successful_Pings,Lost_Pings,Packet_Loss_Percent,Avg_Latency_ms,Min_Latency_ms,Max_Latency_ms,CPU_Before,CPU_After,Jitter_ms,Median_Latency_ms,Latency_95th_ms,Latency_99th_ms
120,2025-12-12 02:26:12,1.1.1.1,GigabitEthernet0/0,2.23,12.351,10.1212,10.1212,136,126,10,7.352941176470589,7.08721743689643,4.438161849975586,19.354820251464844,1.0,8.0,2.01,6.817,9.47,13.222
121,2025-12-12 02:26:42,1.1.1.1,GigabitEthernet0/0,2.28,12.401,10.1205,10.1205,139,129,10,7.194244604316546,6.977397342060888,4.414081573486328,12.569665908813477,1.0,6.0,1.6,6.719,9.937,11.489
122,2025-12-12 02:27:13,1.1.1.1,GigabitEthernet0/0,2.232,12.353,10.121,10.121,138,128,10,7.246376811594203,6.789516657590866,4.607439041137695,10.99252700805664,2.0,6.0,1.406,6.562,9.427,10.197
123,2025-12-12 02:27:44,1.1.1.1,GigabitEthernet0/0,2.217,11.327,9.1093,9.1093,135,126,9,6.666666666666667,6.933286076500302,4.444122314453125,19.746780395507812,2.0,7.0,2.36,6.524,10.497,15.951
124,2025-12-12 02:28:14,1.1.1.1,GigabitEthernet0/0,2.348,12.469,10.1206,10.1206,135,125,10,7.4074074074074066,7.989410400390625,4.512310028076172,27.63652801513672,2.0,7.0,3.435,7.201,13.436,23.393
125,2025-12-12 02:28:45,1.1.1.1,GigabitEthernet0/0,2.233,13.366,11.1329,11.1329,134,123,11,8.208955223880597,7.424265388550797,4.122018814086914,17.15373992919922,1.0,1.0,1.789,7.172,9.689,11.988
126,2025-12-12 02:29:16,1.1.1.1,GigabitEthernet0/0,2.234,11.343,9.1086,9.1086,122,113,9,7.377049180327869,8.830040957020447,0,39.48712348937988,1.0,,4.988,7.411,16.647,24.128
127,2025-12-12 02:29:46,1.1.1.1,GigabitEthernet0/0,2.272,12.393,10.1218,10.1218,134,124,10,7.462686567164178,7.5904130935668945,4.720926284790039,28.07760238647461,1.0,2.0,3.262,6.786,11.359,21.533
128,2025-12-12 02:30:17,1.1.1.1,GigabitEthernet0/0,2.289,11.4,9.111,9.111,130,121,9,6.923076923076923,8.157452275930357,4.249811172485352,22.50528335571289,1.0,8.0,2.673,7.624,11.677,18.157
129,2025-12-12 02:30:47,1.1.1.1,GigabitEthernet0/0,2.416,10.513,8.0962,8.0962,141,133,8,5.673758865248227,7.3934408058797505,4.624366760253906,29.58393096923828,3.0,7.0,3.021,6.813,9.895,14.402
130,2025-12-12 02:31:16,1.1.1.1,GigabitEthernet0/0,2.303,12.425,10.1215,10.1215,141,131,10,7.092198581560284,6.880976771580354,4.259586334228516,12.599945068359375,3.0,5.0,1.199,6.888,8.604,9.462
131,2025-12-12 02:31:47,1.1.1.1,GigabitEthernet0/0,2.33,12.453,10.1235,10.1235,143,133,10,6.993006993006993,6.877296849300987,4.059314727783203,11.335611343383789,1.0,7.0,1.303,6.686,8.966,10.681
132,2025-12-12 02:32:18,1.1.1.1,GigabitEthernet0/0,2.279,12.399,10.1199,10.1199,133,123,10,7.518796992481203,7.772298363166127,4.335880279541016,17.93670654296875,0.0,8.0,2.118,7.383,11.152,13.809
133,2025-12-12 02:32:49,1.1.1.1,GigabitEthernet0/0,2.249,5.286,3.0374,3.0374,129,126,3,2.3255813953488373,7.1122400344364225,0,12.721538543701172,2.0,,1.77,6.755,10.207,12.419
134,2025-12-12 02:33:13,1.1.1.1,GigabitEthernet0/0,2.276,14.422,12.1462,12.1462,136,124,12,8.823529411764707,7.875561714172363,3.6318302154541016,43.45703125,,2.0,3.926,7.138,10.71,17.738
135,2025-12-12 02:33:46,1.1.1.1,GigabitEthernet0/0,2.255,10.355,8.0992,8.0992,122,114,8,6.557377049180328,8.912138771592526,4.619121551513672,32.26757049560547,1.0,7.0,5.155,7.09,20.36,25.934
136,2025-12-12 02:34:15,1.1.1.1,GigabitEthernet0/0,2.306,11.415,9.1088,9.1088,130,121,9,6.923076923076923,8.32919838014713,4.803180694580078,31.15081787109375,2.0,7.0,4.614,7.046,12.884,29.403
137,2025-12-12 02:34:45,1.1.1.1,GigabitEthernet0/0,2.243,10.344,8.101,8.101,132,124,8,6.0606060606060606,7.387393905270484,4.732847213745117,25.140047073364258,1.0,3.0,3.135,6.557,10.77,20.867
138,2025-12-12 02:35:13,1.1.1.1,GigabitEthernet0/0,2.248,12.372,10.1238,10.1238,138,128,10,7.246376811594203,6.883297115564346,4.448175430297852,9.898185729980469,1.0,8.0,1.236,6.897,9.075,9.647
139,2025-12-12 02:35:44,1.1.1.1,GigabitEthernet0/0,2.237,11.347,9.1098,9.1098,131,122,9,6.870229007633588,7.677918574849113,4.102230072021484,31.473398208618164,0.0,1.0,3.825,6.732,10.601,24.08
140,2025-12-12 02:36:14,1.1.1.1,GigabitEthernet0/0,2.323,12.444,10.1218,10.1218,139,129,10,7.194244604316546,7.3365869448166485,4.544973373413086,25.338172912597656,4.0,8.0,2.745,6.624,12.028,17.211
141,2025-12-12 02:36:45,1.1.1.1,GigabitEthernet0/0,2.225,12.346,10.1207,10.1207,134,124,10,7.462686567164178,7.304622280982233,4.114389419555664,15.101909637451172,2.0,8.0,1.875,6.84,10.322,13.646
142,2025-12-12 02:37:15,1.1.1.1,GigabitEthernet0/0,2.274,13.408,11.1341,11.1341,141,130,11,7.801418439716312,6.916236877441406,3.9157867431640625,16.841650009155273,2.0,5.0,1.775,6.718,9.571,12.691
143,2025-12-12 02:37:47,1.1.1.1,GigabitEthernet0/0,2.318,7.379,5.0611,5.0611,136,131,5,3.6764705882352944,6.973586919653506,0,11.992692947387695,1.0,,1.665,6.671,9.703,10.792
144,2025-12-12 02:38:13,1.1.1.1,GigabitEthernet0/0,0.672,1.684,1.0121,1.0121,55,54,1,1.8181818181818181,8.190896775987413,4.972219467163086,20.44820785522461,,,3.133,7.145,13.625,18.425
145,2025-12-12 02:38:34,1.1.1.1,GigabitEthernet0/0,2.255,13.401,11.1456,11.1456,135,124,11,8.148148148148149,7.755041122436523,3.9756298065185547,26.1993408203125,,2.0,3.452,6.885,15.34,20.195
146,2025-12-12 02:39:06,1.1.1.1,GigabitEthernet0/0,2.284,12.404,10.1208,10.1208,134,124,10,7.462686567164178,7.76096313230453,5.2242279052734375,13.46278190612793,2.0,2.0,1.555,7.535,10.247,12.99
147,2025-12-12 02:39:36,1.1.1.1,GigabitEthernet0/0,2.211,13.345,11.1338,11.1338,134,123,11,8.208955223880597,7.288426887698289,4.155635833740234,15.853643417358398,1.0,9.0,1.912,6.973,10.723,14.199
148,2025-12-12 02:40:08,1.1.1.1,GigabitEthernet0/0,2.26,10.356,8.0967,8.0967,139,131,8,5.755395683453238,6.625188215998293,4.294157028198242,10.253190994262695,2.0,2.0,1.115,6.554,8.599,9.078
149,2025-12-12 02:40:37,1.1.1.1,GigabitEthernet0/0,2.313,12.436,10.1233,10.1233,139,129,10,7.194244604316546,7.173068763673768,4.595041275024414,17.664194107055664,2.0,4.0,1.866,6.814,9.719,13.888
150,2025-12-12 02:41:07,1.1.1.1,GigabitEthernet0/0,2.307,11.415,9.1082,9.1082,134,125,9,6.7164179104477615,7.6958465576171875,4.079103469848633,16.80731773376465,3.0,3.0,1.793,7.51,10.39,13.048
151,2025-12-12 02:41:37,1.1.1.1,GigabitEthernet0/0,2.256,13.389,11.1333,11.1333,124,113,11,8.870967741935484,9.128186555035347,4.574775695800781,32.22370147705078,1.0,8.0,5.05,7.342,21.14,28.793
152,2025-12-12 02:42:09,1.1.1.1,GigabitEthernet0/0,2.252,12.372,10.1204,10.1204,138,128,10,7.246376811594203,6.9020334631204605,4.202127456665039,9.756803512573242,2.0,5.0,1.159,6.814,8.779,9.222
153,2025-12-12 02:42:40,1.1.1.1,GigabitEthernet0/0,2.221,11.33,9.1083,9.1083,134,125,9,6.7164179104477615,7.127603530883789,3.816843032836914,16.857624053955078,2.0,3.0,1.923,6.657,10.799,12.971
154,2025-12-12 02:43:10,1.1.1.1,GigabitEthernet0/0,2.26,11.368,9.1079,9.1079,123,114,9,7.317073170731707,8.782646112274705,4.343509674072266,35.46023368835449,1.0,3.0,4.632,7.835,16.014,27.099
155,2025-12-12 02:43:40,1.1.1.1,GigabitEthernet0/0,2.269,11.378,9.1084,9.1084,138,129,9,6.521739130434782,6.933393404465313,4.606485366821289,11.948585510253906,2.0,1.0,1.182,6.695,8.832,10.059
156,2025-12-12 02:44:09,1.1.1.1,GigabitEthernet0/0,2.266,13.402,11.136,11.136,138,127,11,7.971014492753622,7.140852334931141,4.80961799621582,13.901233673095703,1.0,4.0,1.619,6.89,9.644,13.376
157,2025-12-12 02:44:41,1.1.1.1,GigabitEthernet0/0,2.215,10.312,8.0963,8.0963,131,123,8,6.106870229007633,7.324222626724864,4.543781280517578,16.504764556884766,2.0,2.0,2.033,6.898,10.278,15.028
158,2025-12-12 02:45:10,1.1.1.1,GigabitEthernet0/0,2.213,10.311,8.0973,8.0973,130,122,8,6.153846153846154,7.472597184728404,3.9567947387695312,22.286415100097656,3.0,9.0,3.267,6.712,11.202,21.79
159,2025-12-12 02:45:39,1.1.1.1,GigabitEthernet0/0,2.267,13.403,11.1359,11.1359,142,131,11,7.746478873239436,6.674136824280251,4.359722137451172,14.799356460571289,1.0,2.0,1.442,6.467,9.161,11.225
160,2025-12-12 02:46:11,1.1.1.1,GigabitEthernet0/0,2.237,11.346,9.1091,9.1091,128,119,9,7.03125,8.074574109886875,4.173755645751953,30.358076095581055,2.0,2.0,3.832,7.355,11.212,23.671
161,2025-12-12 02:46:40,1.1.1.1,GigabitEthernet0/0,2.275,11.387,9.1117,9.1117,138,129,9,6.521739130434782,7.00876324675804,4.177331924438477,11.094808578491211,2.0,7.0,1.23,6.954,8.847,9.667
162,2025-12-12 02:47:10,1.1.1.1,GigabitEthernet0/0,2.332,12.456,10.124,10.124,140,130,10,7.142857142857142,7.160001534682054,3.4258365631103516,16.498804092407227,2.0,3.0,1.982,6.775,10.608,14.456
163,2025-12-12 02:47:41,1.1.1.1,GigabitEthernet0/0,2.281,12.402,10.1211,10.1211,126,116,10,7.936507936507936,8.586620462351831,3.6749839782714844,42.46377944946289,1.0,3.0,5.211,7.256,19.666,27.423
164,2025-12-12 02:48:12,1.1.1.1,GigabitEthernet0/0,2.264,12.39,10.1256,10.1256,139,129,10,7.194244604316546,6.9226608719936635,4.346370697021484,16.226768493652344,3.0,4.0,1.807,6.63,9.55,13.199
165,2025-12-12 02:48:42,1.1.1.1,GigabitEthernet0/0,2.254,11.366,9.112,9.112,137,128,9,6.569343065693431,6.964422762393951,4.153728485107422,13.465404510498047,0.0,7.0,1.744,6.64,10.909,11.381
166,2025-12-12 02:49:12,1.1.1.1,GigabitEthernet0/0,2.223,13.356,11.1338,11.1338,135,124,11,8.148148148148149,7.273060660208425,4.226922988891602,21.45218849182129,1.0,2.0,2.29,6.705,11.62,15.056
167,2025-12-12 02:49:44,1.1.1.1,GigabitEthernet0/0,2.261,12.389,10.128,10.128,133,123,10,7.518796992481203,7.626640118234526,4.858732223510742,24.203777313232422,1.0,3.0,2.721,6.999,11.82,16.31
168,2025-12-12 02:50:15,1.1.1.1,GigabitEthernet0/0,2.232,13.362,11.13,11.13,133,122,11,8.270676691729323,7.6686163417628554,4.203557968139648,18.685102462768555,2.0,2.0,2.023,7.262,10.428,13.099
169,2025-12-12 02:50:46,1.1.1.1,GigabitEthernet0/0,2.238,11.347,9.1087,9.1087,129,120,9,6.976744186046512,7.7522873878479,3.9000511169433594,18.426179885864258,4.0,3.0,2.213,7.487,11.541,14.757
170,2025-12-12 02:51:16,1.1.1.1,GigabitEthernet0/0,2.248,14.392,12.144,12.144,133,121,12,9.022556390977442,7.715654767249242,4.836797714233398,16.15619659423828,0.0,6.0,1.943,7.474,10.948,13.156
171,2025-12-12 02:51:49,1.1.1.1,GigabitEthernet0/0,2.3,11.411,9.1105,9.1105,136,127,9,6.61764705882353,7.436114033376138,4.1446685791015625,35.90822219848633,2.0,7.0,2.879,7.214,9.212,12.099
172,2025-12-12 02:52:18,1.1.1.1,GigabitEthernet0/0,2.248,11.357,9.1083,9.1083,131,122,9,6.870229007633588,7.785750217125064,4.430294036865234,26.03888511657715,1.0,8.0,3.394,7.213,9.637,22.583
173,2025-12-12 02:52:48,1.1.1.1,GigabitEthernet0/0,2.24,6.289,4.0485,4.0485,123,119,4,3.2520325203252036,7.998536614810719,0,26.187896728515625,1.0,,3.452,7.479,12.226,23.65
174,2025-12-12 02:53:13,1.1.1.1,GigabitEthernet0/0,2.268,,,,143,123,20,13.986013986013987,7.815110974195527,4.183769226074219,31.041383743286133,,0,3.198,7.123,11.966,16.509
175,2025-12-12 02:53:51,1.1.1.1,GigabitEthernet0/0,2.339,13.473,11.1342,11.1342,138,127,11,7.971014492753622,8.00281434547244,4.42194938659668,54.747581481933594,,2.0,5.676,6.586,16.022,24.039
176,2025-12-12 02:54:24,1.1.1.1,GigabitEthernet0/0,2.232,11.343,9.1117,9.1117,125,116,9,7.199999999999999,8.496584563419736,4.405975341796875,37.82057762145996,6.0,2.0,5.965,6.632,22.099,31.468
177,2025-12-12 02:54:53,1.1.1.1,GigabitEthernet0/0,2.294,13.429,11.1355,11.1355,139,128,11,7.913669064748201,7.418422028422356,4.164934158325195,26.307344436645508,1.0,9.0,2.571,6.904,10.023,16.381
178,2025-12-12 02:55:25,1.1.1.1,GigabitEthernet0/0,2.248,14.399,12.1514,12.1514,139,127,12,8.633093525179856,7.003222863505206,4.6329498291015625,13.376951217651367,1.0,2.0,1.213,6.877,9.012,9.655
179,2025-12-12 02:55:58,1.1.1.1,GigabitEthernet0/0,2.257,13.389,11.1321,11.1321,140,129,11,7.857142857142857,6.83953041254088,4.486799240112305,11.241436004638672,2.0,1.0,1.219,6.754,8.888,9.513
180,2025-12-12 02:56:29,1.1.1.1,GigabitEthernet0/0,2.209,13.342,11.1334,11.1334,138,127,11,7.971014492753622,6.82375187010277,3.860950469970703,12.556076049804688,2.0,8.0,1.545,6.63,9.33,11.27
181,2025-12-12 02:57:01,1.1.1.1,GigabitEthernet0/0,2.269,12.39,10.1208,10.1208,140,130,10,7.142857142857142,6.823506722083459,3.877401351928711,11.118650436401367,1.0,7.0,1.25,6.526,8.905,10.709
182,2025-12-12 02:57:32,1.1.1.1,GigabitEthernet0/0,2.236,12.356,10.1205,10.1205,135,125,10,7.4074074074074066,7.275691986083984,4.532814025878906,15.004396438598633,1.0,9.0,1.816,6.972,10.564,12.804
183,2025-12-12 02:58:03,1.1.1.1,GigabitEthernet0/0,2.228,10.325,8.0971,8.0971,128,120,8,6.25,7.940000295639038,4.657745361328125,27.045488357543945,1.0,2.0,2.723,7.319,11.836,16.521
184,2025-12-12 02:58:31,1.1.1.1,GigabitEthernet0/0,2.229,13.362,11.1328,11.1328,141,130,11,7.801418439716312,6.529039603013259,3.612041473388672,10.865926742553711,6.0,,1.391,6.202,9.184,10.49
185,2025-12-12 02:59:03,1.1.1.1,GigabitEthernet0/0,2.293,12.413,10.1206,10.1206,140,130,10,7.142857142857142,6.908161823566143,3.955841064453125,10.974645614624023,1.0,7.0,1.307,6.876,9.203,9.959
186,2025-12-12 02:59:34,1.1.1.1,GigabitEthernet0/0,2.302,12.427,10.1253,10.1253,131,121,10,7.633587786259542,8.104131241475255,4.610776901245117,37.214040756225586,3.0,7.0,4.804,6.724,17.1,24.77
187,2025-12-12 03:00:05,1.1.1.1,GigabitEthernet0/0,2.246,12.367,10.121,10.121,137,127,10,7.2992700729927,6.996624113067868,4.428386688232422,14.943599700927734,2.0,7.0,1.586,6.742,9.606,10.845
188,2025-12-12 03:00:35,1.1.1.1,GigabitEthernet0/0,2.257,12.38,10.1238,10.1238,133,123,10,7.518796992481203,7.523870080467162,4.223346710205078,15.350103378295898,1.0,6.0,1.834,7.332,10.729,12.832
189,2025-12-12 03:01:06,1.1.1.1,GigabitEthernet0/0,2.284,12.408,10.1242,10.1242,133,123,10,7.518796992481203,7.661193366942367,3.92913818359375,29.291868209838867,1.0,4.0,3.977,6.536,14.066,23.091
190,2025-12-12 03:01:37,1.1.1.1,GigabitEthernet0/0,2.251,11.362,9.1109,9.1109,135,126,9,6.666666666666667,7.187209432087247,4.67371940612793,14.899253845214844,2.0,,1.769,6.833,9.728,13.306
191,2025-12-12 03:02:07,1.1.1.1,GigabitEthernet0/0,2.314,14.459,12.1454,12.1454,144,132,12,8.333333333333332,6.908714771270752,4.020214080810547,14.236927032470703,2.0,3.0,1.47,6.742,9.139,10.559
192,2025-12-12 03:02:40,1.1.1.1,GigabitEthernet0/0,2.223,12.347,10.1241,10.1241,138,128,10,7.246376811594203,6.762322038412094,3.901243209838867,14.427900314331055,1.0,3.0,1.406,6.472,9.008,10.71
193,2025-12-12 03:03:10,1.1.1.1,GigabitEthernet0/0,2.236,12.359,10.1225,10.1225,138,128,10,7.246376811594203,6.8161338567733765,3.679990768432617,12.090682983398438,5.0,3.0,1.383,6.705,9.217,10.375
194,2025-12-12 03:03:41,1.1.1.1,GigabitEthernet0/0,2.267,10.366,8.0986,8.0986,134,126,8,5.970149253731343,7.234230874076722,4.470348358154297,21.035432815551758,2.0,2.0,2.018,6.955,9.896,12.247
195,2025-12-12 03:04:10,1.1.1.1,GigabitEthernet0/0,2.27,12.391,10.1216,10.1216,137,127,10,7.2992700729927,7.209693353007159,4.215478897094727,12.01486587524414,2.0,2.0,1.514,7.062,9.622,10.552
196,2025-12-12 03:04:40,1.1.1.1,GigabitEthernet0/0,2.27,12.39,10.1202,10.1202,133,123,10,7.518796992481203,7.591639107804958,4.66609001159668,19.22297477722168,2.0,3.0,2.111,7.193,10.567,14.299
197,2025-12-12 03:05:11,1.1.1.1,GigabitEthernet0/0,2.352,13.486,11.1333,11.1333,137,126,11,8.02919708029197,7.558565291147383,4.5166015625,29.378890991210938,2.0,6.0,3.941,6.473,14.068,25.026
198,2025-12-12 03:05:43,1.1.1.1,GigabitEthernet0/0,2.248,11.358,9.1101,9.1101,134,125,9,6.7164179104477615,7.363838195800781,4.656076431274414,14.35708999633789,2.0,3.0,1.622,7.179,9.974,11.259
199,2025-12-12 03:06:13,1.1.1.1,GigabitEthernet0/0,2.222,13.358,11.1359,11.1359,132,121,11,8.333333333333332,7.611544664241066,5.009651184082031,12.648582458496094,1.0,6.0,1.508,7.319,10.554,11.92
200,2025-12-12 03:06:45,1.1.1.1,GigabitEthernet0/0,2.38,11.488,9.1082,9.1082,129,120,9,6.976744186046512,9.091679255167643,4.605531692504883,61.50054931640625,2.0,6.0,8.465,6.879,26.482,45.29
201,2025-12-12 03:07:15,1.1.1.1,GigabitEthernet0/0,2.255,12.377,10.1218,10.1218,141,131,10,7.092198581560284,6.585163014535685,4.022836685180664,13.517379760742188,1.0,9.0,1.371,6.368,8.503,11.323
202,2025-12-12 03:07:46,1.1.1.1,GigabitEthernet0/0,2.295,8.368,6.0734,6.0734,136,130,6,4.411764705882353,6.9615822571974535,0,11.898994445800781,1.0,,1.595,6.683,9.663,11.242
203,2025-12-12 03:08:13,1.1.1.1,GigabitEthernet0/0,2.319,,,,150,130,20,13.333333333333334,7.3110378705538235,4.613637924194336,23.746013641357422,,0,2.529,6.82,10.959,17.208
204,2025-12-12 03:08:52,1.1.1.1,GigabitEthernet0/0,2.332,,,,152,132,20,13.157894736842104,7.114386919772986,4.168272018432617,30.498027801513672,,0,3.003,6.541,10.107,17.932
205,2025-12-12 03:09:30,1.1.1.1,GigabitEthernet0/0,1.412,2.424,1.0124,1.0124,81,80,1,1.2345679012345678,7.29612410068512,4.64630126953125,22.65763282775879,,,2.447,6.652,10.535,14.931
206,2025-12-12 03:09:51,1.1.1.1,GigabitEthernet0/0,2.298,14.444,12.1455,12.1455,141,129,12,8.51063829787234,7.327968760054241,4.325389862060547,20.52450180053711,,2.0,2.215,6.992,9.961,14.803
207,2025-12-12 03:10:24,1.1.1.1,GigabitEthernet0/0,2.337,11.447,9.1101,9.1101,143,134,9,6.293706293706294,6.789785712512572,4.308462142944336,11.744260787963867,1.0,7.0,1.361,6.52,9.353,11.09
208,2025-12-12 03:10:54,1.1.1.1,GigabitEthernet0/0,2.211,12.332,10.1204,10.1204,132,122,10,7.575757575757576,7.473642708825284,3.8433074951171875,22.542238235473633,2.0,7.0,2.462,7.047,10.7,15.472
209,2025-12-12 03:11:24,1.1.1.1,GigabitEthernet0/0,2.236,12.356,10.1204,10.1204,137,127,10,7.2992700729927,6.993025306641586,4.162073135375977,11.385679244995117,1.0,2.0,1.4,6.828,9.316,10.387
210,2025-12-12 03:11:55,1.1.1.1,GigabitEthernet0/0,2.456,12.581,10.1249,10.1249,135,125,10,7.4074074074074066,8.876731872558594,4.762172698974609,41.266679763793945,1.0,2.0,5.277,7.285,20.47,24.119
211,2025-12-12 03:12:26,1.1.1.1,GigabitEthernet0/0,2.233,11.343,9.1094,9.1094,136,127,9,6.61764705882353,6.988889589084415,4.499673843383789,14.79029655456543,1.0,3.0,1.351,6.899,9.359,9.816
212,2025-12-12 03:12:56,1.1.1.1,GigabitEthernet0/0,2.258,12.381,10.123,10.123,139,129,10,7.194244604316546,6.890130597491597,3.8268566131591797,14.518022537231445,1.0,1.0,1.681,6.438,10.268,11.769
213,2025-12-12 03:13:26,1.1.1.1,GigabitEthernet0/0,2.225,13.36,11.1351,11.1351,121,110,11,9.090909090909092,9.411467205394398,4.214763641357422,29.379606246948242,3.0,1.0,4.949,7.793,20.705,25.172
214,2025-12-12 03:13:58,1.1.1.1,GigabitEthernet0/0,2.262,12.383,10.121,10.121,140,130,10,7.142857142857142,6.782704133253831,4.392862319946289,14.365434646606445,2.0,2.0,1.409,6.521,8.919,10.215
215,2025-12-12 03:14:29,1.1.1.1,GigabitEthernet0/0,2.247,13.383,11.1357,11.1357,138,127,11,7.971014492753622,7.049560546875,4.428625106811523,16.478776931762695,4.0,9.0,1.81,6.697,10.336,12.435
216,2025-12-12 03:15:01,1.1.1.1,GigabitEthernet0/0,2.252,12.373,10.1213,10.1213,132,122,10,7.575757575757576,7.671635659014592,4.256010055541992,23.71072769165039,1.0,8.0,2.455,7.127,11.14,14.728
217,2025-12-12 03:15:31,1.1.1.1,GigabitEthernet0/0,2.239,11.352,9.1127,9.1127,134,125,9,6.7164179104477615,7.3031158447265625,3.7484169006347656,13.700485229492188,0.0,8.0,1.444,7.172,9.43,11.47
218,2025-12-12 03:16:01,1.1.1.1,GigabitEthernet0/0,2.256,11.366,9.1098,9.1098,142,133,9,6.338028169014084,6.36205458103266,3.7865638732910156,11.878013610839844,2.0,8.0,1.16,6.168,8.352,10.184
219,2025-12-12 03:16:31,1.1.1.1,GigabitEthernet0/0,2.225,12.346,10.1215,10.1215,134,124,10,7.462686567164178,7.32064631677443,3.4754276275634766,16.25514030456543,1.0,9.0,2.039,6.842,9.979,14.977
220,2025-12-12 03:17:02,1.1.1.1,GigabitEthernet0/0,2.221,12.343,10.1216,10.1216,138,128,10,7.246376811594203,6.713114678859711,3.6242008209228516,12.626886367797852,1.0,5.0,1.344,6.57,9.449,10.424
221,2025-12-12 03:17:32,1.1.1.1,GigabitEthernet0/0,2.334,12.455,10.1217,10.1217,134,124,10,7.462686567164178,8.020345241792741,4.579067230224609,29.935121536254883,1.0,6.0,4.037,6.821,13.625,22.891
222,2025-12-12 03:18:03,1.1.1.1,GigabitEthernet0/0,2.254,13.387,11.1334,11.1334,140,129,11,7.857142857142857,6.84642237286235,3.6678314208984375,13.92817497253418,2.0,1.0,1.436,6.699,8.833,9.788
223,2025-12-12 03:18:35,1.1.1.1,GigabitEthernet0/0,2.294,12.424,10.1298,10.1298,136,126,10,7.352941176470589,7.450052670070103,3.648996353149414,35.48097610473633,1.0,3.0,4.313,6.545,10.136,27.225
224,2025-12-12 03:19:06,1.1.1.1,GigabitEthernet0/0,2.314,13.447,11.133,11.133,129,118,11,8.527131782945736,8.68830438387596,5.056619644165039,37.25790977478027,1.0,3.0,4.568,7.223,18.497,23.331
225,2025-12-12 03:19:38,1.1.1.1,GigabitEthernet0/0,2.234,12.356,10.122,10.122,133,123,10,7.518796992481203,7.585688335139577,4.416227340698242,22.814273834228516,1.0,10.0,2.356,7.092,10.107,12.78
226,2025-12-12 03:20:09,1.1.1.1,GigabitEthernet0/0,2.356,12.483,10.127,10.127,136,126,10,7.352941176470589,7.747468494233631,4.971742630004883,30.977964401245117,2.0,8.0,3.109,7.243,11.727,15.639
227,2025-12-12 03:20:39,1.1.1.1,GigabitEthernet0/0,2.239,11.348,9.109,9.109,138,129,9,6.521739130434782,6.680538487988849,3.9665699005126953,22.083044052124023,2.0,3.0,1.926,6.418,8.456,11.74
228,2025-12-12 03:21:09,1.1.1.1,GigabitEthernet0/0,2.234,13.372,11.1377,11.1377,136,125,11,8.088235294117647,7.259904861450195,4.384756088256836,13.76652717590332,4.0,9.0,1.664,7.009,10.226,11.965
229,2025-12-12 03:21:41,1.1.1.1,GigabitEthernet0/0,2.298,13.433,11.1351,11.1351,138,127,11,7.971014492753622,7.36923480597068,4.628181457519531,18.97740364074707,2.0,2.0,2.128,6.827,10.799,14.154
230,2025-12-12 03:22:13,1.1.1.1,GigabitEthernet0/0,2.242,11.352,9.1097,9.1097,132,123,9,6.8181818181818175,7.498022017440175,4.776477813720703,17.852306365966797,3.0,6.0,1.858,7.104,10.426,12.628
231,2025-12-12 03:22:42,1.1.1.1,GigabitEthernet0/0,2.312,8.385,6.0724,6.0724,135,129,6,4.444444444444445,7.21471439036288,0,12.222051620483398,1.0,,1.639,6.984,9.779,11.102
232,2025-12-12 03:23:10,1.1.1.1,GigabitEthernet0/0,0.707,1.719,1.0119,1.0119,51,50,1,1.9607843137254901,9.279756546020508,4.783391952514648,22.29166030883789,,,4.846,7.128,20.324,22.027
233,2025-12-12 03:23:30,1.1.1.1,GigabitEthernet0/0,2.312,11.421,9.1088,9.1088,131,122,9,6.870229007633588,8.359647188030305,0,28.98550033569336,,3.0,4.456,7.088,17.194,27.437
234,2025-12-12 03:24:01,1.1.1.1,GigabitEthernet0/0,2.216,11.325,9.1089,9.1089,130,121,9,6.923076923076923,7.703601821394991,4.490137100219727,16.406774520874023,0.0,3.0,2.041,7.381,10.591,15.181
235,2025-12-12 03:24:30,1.1.1.1,GigabitEthernet0/0,2.256,12.379,10.1233,10.1233,139,129,10,7.194244604316546,6.867281226224677,3.9415359497070312,10.273456573486328,1.0,3.0,1.207,6.926,8.645,9.19
236,2025-12-12 03:25:01,1.1.1.1,GigabitEthernet0/0,2.255,11.364,9.1097,9.1097,138,129,9,6.521739130434782,6.82084135306898,3.9567947387695312,16.070842742919922,2.0,3.0,1.66,6.413,9.509,12.202
237,2025-12-12 03:25:31,1.1.1.1,GigabitEthernet0/0,2.242,12.362,10.1199,10.1199,135,125,10,7.4074074074074066,7.280858993530273,4.232883453369141,15.157699584960938,2.0,2.0,1.67,7.004,10.262,12.368
238,2025-12-12 03:26:01,1.1.1.1,GigabitEthernet0/0,2.323,12.444,10.1213,10.1213,138,128,10,7.246376811594203,7.455082610249519,4.647493362426758,14.521598815917969,2.0,3.0,1.776,7.0,11.396,12.798
239,2025-12-12 03:26:32,1.1.1.1,GigabitEthernet0/0,2.289,12.411,10.1219,10.1219,132,122,10,7.575757575757576,7.94723385670146,4.319906234741211,26.628971099853516,1.0,3.0,4.007,6.904,15.375,23.325
240,2025-12-12 03:27:03,1.1.1.1,GigabitEthernet0/0,2.243,14.389,12.146,12.146,137,125,12,8.75912408759124,7.211797714233398,4.062414169311523,14.768838882446289,2.0,7.0,1.83,7.022,9.843,12.279
