Experiment,Date,Ping_Target,Tracked_Interface,Fail_Start_Time,Fail_End_Time,Failover_Duration_sec,Ping_Loss_Duration_sec,Total_Pings,Successful_Pings,Lost_Pings,Packet_Loss_Percent,Avg_Latency_ms,Min_Latency_ms,Max_Latency_ms,CPU_Before,CPU_After,Jitter_ms,Median_Latency_ms,Latency_95th_ms,Latency_99th_ms
236,2025-12-12 11:58:24,1.1.1.1,GigabitEthernet0/0,2.309,5.377,3.0685,3.0685,78,75,3,3.8461538461538463,8.756109873453775,4.148960113525391,33.81705284118652,4.0,14.0,5.392,7.046,21.33,30.594
237,2025-12-12 11:58:48,1.1.1.1,GigabitEthernet0/0,2.274,6.385,4.1105,4.1105,85,81,4,4.705882352941177,7.1308671692271295,4.301309585571289,12.530088424682617,1.0,8.0,1.732,7.012,10.225,11.433
238,2025-12-12 11:59:13,1.1.1.1,GigabitEthernet0/0,2.269,5.345,3.0763,3.0763,83,80,3,3.614457831325301,7.099255919456482,3.950357437133789,10.575056076049805,2.0,15.0,1.288,7.109,9.013,10.391
239,2025-12-12 11:59:36,1.1.1.1,GigabitEthernet0/0,2.235,5.322,3.0868,3.0868,79,76,3,3.79746835443038,8.306657013140226,4.47392463684082,20.839929580688477,1.0,14.0,3.45,7.364,18.183,19.323
240,2025-12-12 12:00:00,1.1.1.1,GigabitEthernet0/0,2.313,5.376,3.0629,3.0629,76,73,3,3.9473684210526314,9.562368262304018,4.342079162597656,29.117107391357422,3.0,13.0,5.63,7.294,22.728,26.861
241,2025-12-12 12:00:24,1.1.1.1,GigabitEthernet0/0,2.244,5.321,3.0778,3.0778,90,87,3,3.3333333333333335,7.161373379586757,4.988908767700195,10.842323303222656,2.0,17.0,1.348,7.006,9.606,10.767
242,2025-12-12 12:00:48,1.1.1.1,GigabitEthernet0/0,2.273,6.384,4.1114,4.1114,79,75,4,5.063291139240507,7.586784362792969,5.284786224365234,14.206886291503906,2.0,11.0,1.418,7.412,9.441,10.787
243,2025-12-12 12:01:13,1.1.1.1,GigabitEthernet0/0,2.234,6.349,4.1142,4.1142,81,77,4,4.938271604938271,7.443090537925819,4.6749114990234375,16.50381088256836,2.0,10.0,1.972,6.978,10.333,14.248
244,2025-12-12 12:01:38,1.1.1.1,GigabitEthernet0/0,2.259,5.345,3.0858,3.0858,80,77,3,3.75,7.1860009973699395,4.516839981079102,10.838747024536133,1.0,13.0,1.432,6.995,10.129,10.175
245,2025-12-12 12:02:01,1.1.1.1,GigabitEthernet0/0,2.235,5.298,3.0629,3.0629,78,75,3,3.8461538461538463,7.629798253377278,4.508495330810547,14.708518981933594,5.0,11.0,2.221,7.135,11.61,13.842
246,2025-12-12 12:02:25,1.1.1.1,GigabitEthernet0/0,2.302,6.41,4.1087,4.1087,81,77,4,4.938271604938271,7.763187606613357,4.317522048950195,14.376640319824219,1.0,11.0,1.85,7.44,11.101,12.762
247,2025-12-12 12:02:50,1.1.1.1,GigabitEthernet0/0,2.323,6.427,4.104,4.104,84,80,4,4.761904761904762,7.6846301555633545,4.094362258911133,14.620304107666016,1.0,13.0,2.171,7.424,12.448,13.058
248,2025-12-12 12:03:15,1.1.1.1,GigabitEthernet0/0,2.304,6.386,4.0822,4.0822,86,82,4,4.651162790697675,7.916435962770043,4.921197891235352,14.37687873840332,2.0,15.0,1.694,7.751,10.423,12.519
249,2025-12-12 12:03:40,1.1.1.1,GigabitEthernet0/0,2.262,5.347,3.0851,3.0851,80,77,3,3.75,7.219134987174691,4.052400588989258,17.84539222717285,4.0,13.0,2.167,6.938,9.62,17.004
250,2025-12-12 12:04:04,1.1.1.1,GigabitEthernet0/0,2.325,6.429,4.1039,4.1039,83,79,4,4.819277108433735,8.643832387803476,4.436254501342773,27.676820755004883,5.0,13.0,4.925,7.211,20.684,26.827
251,2025-12-12 12:04:28,1.1.1.1,GigabitEthernet0/0,2.324,5.411,3.0869,3.0869,75,72,3,4.0,10.292228725221422,4.959821701049805,43.95318031311035,1.0,9.0,7.259,7.668,26.837,32.153
252,2025-12-12 12:04:52,1.1.1.1,GigabitEthernet0/0,2.303,6.394,4.0909,4.0909,80,76,4,5.0,7.778707303498921,4.332304000854492,23.52309226989746,1.0,12.0,3.068,6.933,10.948,23.277
253,2025-12-12 12:05:17,1.1.1.1,GigabitEthernet0/0,2.281,5.371,3.0899,3.0899,82,79,3,3.6585365853658534,8.113498929180677,4.6825408935546875,14.93382453918457,2.0,12.0,2.253,7.533,12.861,14.538
254,2025-12-12 12:05:41,1.1.1.1,GigabitEthernet0/0,2.217,5.3,3.0828,3.0828,82,79,3,3.6585365853658534,7.134630710263796,4.499197006225586,11.643648147583008,3.0,14.0,1.472,6.946,9.836,10.386
255,2025-12-12 12:06:05,1.1.1.1,GigabitEthernet0/0,2.249,6.339,4.0897,4.0897,84,80,4,4.761904761904762,7.110849022865295,4.461526870727539,12.21776008605957,2.0,10.0,1.344,6.914,9.43,10.258
256,2025-12-12 12:06:29,1.1.1.1,GigabitEthernet0/0,2.274,5.356,3.082,3.082,83,80,3,3.614457831325301,7.933405041694641,4.613161087036133,15.815973281860352,1.0,14.0,1.85,7.75,10.701,12.79
257,2025-12-12 12:06:53,1.1.1.1,GigabitEthernet0/0,2.25,6.342,4.0925,4.0925,81,77,4,4.938271604938271,8.171685330279463,5.765676498413086,13.118982315063477,2.0,10.0,1.802,7.752,11.183,12.438
258,2025-12-12 12:07:18,1.1.1.1,GigabitEthernet0/0,2.319,5.399,3.0801,3.0801,83,80,3,3.614457831325301,8.796662092208862,5.405187606811523,17.632722854614258,3.0,14.0,2.416,8.119,12.863,17.29
259,2025-12-12 12:07:42,1.1.1.1,GigabitEthernet0/0,2.251,5.331,3.0803,3.0803,79,76,3,3.79746835443038,7.655485680228786,4.837512969970703,14.36758041381836,4.0,16.0,1.63,7.418,10.304,12.145
260,2025-12-12 12:08:06,1.1.1.1,GigabitEthernet0/0,2.267,5.325,3.0577,3.0577,78,75,3,3.8461538461538463,8.071333567301432,4.9724578857421875,17.855405807495117,3.0,15.0,2.398,7.422,12.475,15.709
261,2025-12-12 12:08:30,1.1.1.1,GigabitEthernet0/0,2.363,6.463,4.1009,4.1009,83,79,4,4.819277108433735,8.490761624106877,4.355907440185547,29.63423728942871,2.0,8.0,4.604,7.22,18.534,28.04
262,2025-12-12 12:08:54,1.1.1.1,GigabitEthernet0/0,2.384,5.449,3.0647,3.0647,84,81,3,3.571428571428571,7.726663424644941,3.8471221923828125,33.12397003173828,2.0,16.0,3.666,6.781,11.788,17.997
263,2025-12-12 12:09:18,1.1.1.1,GigabitEthernet0/0,2.245,6.345,4.0999,4.0999,78,74,4,5.128205128205128,8.12158069095096,4.65846061706543,23.8649845123291,4.0,11.0,3.006,7.241,13.417,18.652
264,2025-12-12 12:09:43,1.1.1.1,GigabitEthernet0/0,2.276,5.344,3.0682,3.0682,80,77,3,3.75,7.127777322546228,3.744363784790039,14.19687271118164,7.0,11.0,1.466,6.945,9.376,10.652
265,2025-12-12 12:10:07,1.1.1.1,GigabitEthernet0/0,2.27,5.342,3.0715,3.0715,79,76,3,3.79746835443038,8.51365139609889,4.49371337890625,30.526161193847656,2.0,13.0,4.849,7.186,20.257,27.74
266,2025-12-12 12:10:31,1.1.1.1,GigabitEthernet0/0,2.215,5.297,3.0823,3.0823,78,75,3,3.8461538461538463,7.904758453369141,4.563570022583008,19.008874893188477,2.0,12.0,2.367,7.4,12.874,14.079
267,2025-12-12 12:10:54,1.1.1.1,GigabitEthernet0/0,2.295,6.407,4.1118,4.1118,83,79,4,4.819277108433735,7.642389852789384,4.243373870849609,21.040916442871094,2.0,12.0,2.147,7.475,9.997,12.207
268,2025-12-12 12:11:19,1.1.1.1,GigabitEthernet0/0,2.285,6.4,4.1151,4.1151,78,74,4,5.128205128205128,7.608706886703904,5.38325309753418,18.629789352416992,2.0,10.0,1.969,7.071,10.72,12.933
269,2025-12-12 12:11:44,1.1.1.1,GigabitEthernet0/0,2.294,5.371,3.0777,3.0777,81,78,3,3.7037037037037033,7.680880717742137,4.530429840087891,22.259950637817383,2.0,16.0,2.351,7.247,11.07,11.652
270,2025-12-12 12:12:08,1.1.1.1,GigabitEthernet0/0,2.288,5.369,3.0813,3.0813,79,76,3,3.79746835443038,8.176925935243306,4.8046112060546875,22.90034294128418,4.0,10.0,2.509,7.561,11.214,14.634
271,2025-12-12 12:12:32,1.1.1.1,GigabitEthernet0/0,2.327,5.398,3.0709,3.0709,85,82,3,3.5294117647058822,8.696070531519448,4.868030548095703,18.618345260620117,2.0,14.0,2.91,7.892,13.969,18.172
272,2025-12-12 12:12:56,1.1.1.1,GigabitEthernet0/0,2.77,5.855,3.0848,3.0848,81,78,3,3.7037037037037033,8.798935474493565,0,22.156953811645508,2.0,11.0,3.762,7.644,17.052,19.819
273,2025-12-12 12:13:20,1.1.1.1,GigabitEthernet0/0,2.321,6.442,4.1211,4.1211,85,81,4,4.705882352941177,7.546645623666269,3.9398670196533203,15.24043083190918,1.0,9.0,1.619,7.536,9.542,12.017
274,2025-12-12 12:13:45,1.1.1.1,GigabitEthernet0/0,2.301,5.369,3.0679,3.0679,79,76,3,3.79746835443038,7.233864382693642,3.9217472076416016,12.280464172363281,2.0,17.0,1.296,7.04,9.186,10.282
275,2025-12-12 12:14:09,1.1.1.1,GigabitEthernet0/0,2.266,5.334,3.0681,3.0681,80,77,3,3.75,8.13069281639991,3.602743148803711,29.00218963623047,2.0,14.0,4.271,7.143,19.5,21.43
276,2025-12-12 12:14:32,1.1.1.1,GigabitEthernet0/0,2.237,5.325,3.0884,3.0884,77,74,3,3.896103896103896,8.47493635641562,4.091024398803711,24.314403533935547,6.0,10.0,3.954,7.522,14.673,22.93
277,2025-12-12 12:14:56,1.1.1.1,GigabitEthernet0/0,2.253,6.357,4.1039,4.1039,83,79,4,4.819277108433735,7.166651230824145,4.00233268737793,13.030767440795898,2.0,8.0,1.807,6.745,11.121,12.496
278,2025-12-12 12:15:21,1.1.1.1,GigabitEthernet0/0,2.263,5.342,3.0792,3.0792,84,81,3,3.571428571428571,7.707569334242079,4.239320755004883,17.1663761138916,3.0,14.0,2.491,7.005,11.632,16.793
279,2025-12-12 12:15:45,1.1.1.1,GigabitEthernet0/0,2.241,6.332,4.0912,4.0912,84,80,4,4.761904761904762,7.567194104194641,4.349231719970703,21.727323532104492,2.0,13.0,2.621,6.798,12.531,12.869
280,2025-12-12 12:16:09,1.1.1.1,GigabitEthernet0/0,2.249,6.351,4.1021,4.1021,81,77,4,4.938271604938271,7.722130069484958,4.443883895874023,30.892133712768555,2.0,14.0,3.924,6.883,10.786,27.759
281,2025-12-12 12:16:34,1.1.1.1,GigabitEthernet0/0,2.249,6.356,4.1065,4.1065,83,79,4,4.819277108433735,6.976773467244981,4.698514938354492,13.34834098815918,3.0,16.0,1.51,6.714,9.461,11.589
282,2025-12-12 12:16:59,1.1.1.1,GigabitEthernet0/0,2.253,6.364,4.1105,4.1105,78,74,4,5.128205128205128,8.259847357466414,4.979848861694336,15.026569366455078,2.0,12.0,2.21,7.673,12.097,14.913
283,2025-12-12 12:17:24,1.1.1.1,GigabitEthernet0/0,2.24,5.319,3.079,3.079,77,74,3,3.896103896103896,8.822711738380226,4.284381866455078,19.454002380371094,3.0,15.0,3.088,7.664,14.939,16.818
284,2025-12-12 12:17:48,1.1.1.1,GigabitEthernet0/0,2.248,5.336,3.0874,3.0874,79,76,3,3.79746835443038,7.905878518757067,4.739522933959961,18.814563751220703,1.0,10.0,2.482,7.199,11.859,18.678
285,2025-12-12 12:18:11,1.1.1.1,GigabitEthernet0/0,2.352,5.432,3.0797,3.0797,83,80,3,3.614457831325301,7.511243224143982,4.692792892456055,18.873929977416992,1.0,18.0,2.339,6.886,10.815,17.436
286,2025-12-12 12:18:35,1.1.1.1,GigabitEthernet0/0,2.278,6.375,4.0969,4.0969,80,76,4,5.0,8.40292165153905,4.749298095703125,29.013872146606445,3.0,9.0,4.026,7.406,14.536,23.788
287,2025-12-12 12:19:00,1.1.1.1,GigabitEthernet0/0,2.295,6.387,4.0926,4.0926,85,81,4,4.705882352941177,7.24630296966176,3.9131641387939453,14.297962188720703,0.0,12.0,1.82,6.775,10.093,13.462
288,2025-12-12 12:19:25,1.1.1.1,GigabitEthernet0/0,2.229,5.292,3.0623,3.0623,80,77,3,3.75,7.743922146883878,4.62031364440918,22.80402183532715,2.0,12.0,2.678,7.299,12.248,14.294
289,2025-12-12 12:19:49,1.1.1.1,GigabitEthernet0/0,2.326,5.386,3.0601,3.0601,82,79,3,3.6585365853658534,8.012312877027295,4.862546920776367,27.167320251464844,3.0,16.0,2.958,7.247,12.057,17.303
290,2025-12-12 12:20:12,1.1.1.1,GigabitEthernet0/0,2.292,5.357,3.0654,3.0654,79,76,3,3.79746835443038,8.107618281715794,4.583597183227539,28.58114242553711,6.0,9.0,4.015,7.095,13.927,22.182
291,2025-12-12 12:20:36,1.1.1.1,GigabitEthernet0/0,2.27,5.353,3.0829,3.0829,82,79,3,3.6585365853658534,6.799999671646312,4.531145095825195,10.991096496582031,0.0,14.0,1.194,6.635,8.875,10.514
292,2025-12-12 12:21:00,1.1.1.1,GigabitEthernet0/0,2.236,5.318,3.0815,3.0815,84,81,3,3.571428571428571,6.809973422391915,4.359006881713867,11.927604675292969,2.0,12.0,1.412,6.69,9.211,10.517
293,2025-12-12 12:21:24,1.1.1.1,GigabitEthernet0/0,2.371,5.429,3.0578,3.0578,81,78,3,3.7037037037037033,7.811922293442946,5.1403045654296875,22.036314010620117,3.0,19.0,2.134,7.4,9.479,13.938
294,2025-12-12 12:21:48,1.1.1.1,GigabitEthernet0/0,2.268,5.325,3.0575,3.0575,85,82,3,3.5294117647058822,7.501974338438453,4.179954528808594,15.486717224121094,1.0,14.0,2.068,6.983,11.287,13.439
295,2025-12-12 12:22:12,1.1.1.1,GigabitEthernet0/0,2.248,6.344,4.0962,4.0962,83,79,4,4.819277108433735,7.121834573866446,4.593133926391602,15.238285064697266,2.0,14.0,1.561,6.864,9.428,12.613
296,2025-12-12 12:22:36,1.1.1.1,GigabitEthernet0/0,2.219,5.273,3.0539,3.0539,102,99,3,2.941176470588235,7.986271020137902,4.862308502197266,15.30599594116211,2.0,12.0,2.282,7.473,12.662,14.396
297,2025-12-12 12:23:00,1.1.1.1,GigabitEthernet0/0,2.272,6.352,4.0804,4.0804,100,96,4,4.0,8.731275796890259,4.857301712036133,18.294334411621094,2.0,21.0,2.577,8.151,13.53,16.534
298,2025-12-12 12:23:25,1.1.1.1,GigabitEthernet0/0,2.25,5.313,3.0624,3.0624,98,95,3,3.061224489795918,7.424045863904451,4.52423095703125,20.25604248046875,2.0,9.0,1.911,7.058,9.985,12.818
299,2025-12-12 12:23:49,1.1.1.1,GigabitEthernet0/0,2.257,5.326,3.0692,3.0692,89,86,3,3.3707865168539324,8.154943931934445,4.434823989868164,22.545814514160156,1.0,15.0,2.578,7.595,12.425,14.805
300,2025-12-12 12:24:13,1.1.1.1,GigabitEthernet0/0,2.221,5.287,3.0664,3.0664,76,73,3,3.9473684210526314,8.767421931436617,4.93311882019043,32.135009765625,2.0,10.0,5.425,7.138,23.555,28.81
301,2025-12-12 12:24:36,1.1.1.1,GigabitEthernet0/0,2.277,5.337,3.06,3.06,80,77,3,3.75,7.44918104890105,4.178047180175781,14.032602310180664,2.0,9.0,1.726,7.344,11.005,12.681
302,2025-12-12 12:25:00,1.1.1.1,GigabitEthernet0/0,2.253,5.332,3.0787,3.0787,81,78,3,3.7037037037037033,7.6732329833201876,4.996299743652344,20.117521286010742,3.0,14.0,2.284,7.11,11.25,15.542
303,2025-12-12 12:25:24,1.1.1.1,GigabitEthernet0/0,2.268,5.34,3.0722,3.0722,80,77,3,3.75,8.048552971381646,4.4078826904296875,22.803783416748047,3.0,13.0,3.34,6.972,13.718,22.015
304,2025-12-12 12:25:48,1.1.1.1,GigabitEthernet0/0,2.303,6.379,4.0765,4.0765,79,75,4,5.063291139240507,8.528970082600912,4.750251770019531,30.144691467285156,5.0,13.0,4.668,7.169,13.523,29.865
305,2025-12-12 12:26:13,1.1.1.1,GigabitEthernet0/0,2.287,5.365,3.0778,3.0778,80,77,3,3.75,7.6283634483040155,4.554271697998047,17.33088493347168,2.0,10.0,1.992,7.11,11.334,12.971
306,2025-12-12 12:26:36,1.1.1.1,GigabitEthernet0/0,2.279,5.365,3.0865,3.0865,80,77,3,3.75,7.438452212841479,4.572868347167969,22.06873893737793,2.0,15.0,3.077,6.629,11.243,20.951
307,2025-12-12 12:27:00,1.1.1.1,GigabitEthernet0/0,2.228,5.299,3.071,3.071,79,76,3,3.79746835443038,6.751916910472669,4.454374313354492,13.117313385009766,3.0,10.0,1.426,6.485,8.913,10.028
308,2025-12-12 12:27:24,1.1.1.1,GigabitEthernet0/0,2.242,5.326,3.0841,3.0841,80,77,3,3.75,7.323714045735149,4.200220108032227,16.421794891357422,6.0,12.0,1.868,7.012,10.084,13.164
309,2025-12-12 12:27:48,1.1.1.1,GigabitEthernet0/0,2.313,6.428,4.1151,4.1151,85,81,4,4.705882352941177,7.953199339501651,4.832267761230469,16.778230667114258,2.0,8.0,2.084,7.454,11.752,15.631
310,2025-12-12 12:28:12,1.1.1.1,GigabitEthernet0/0,2.333,5.414,3.0811,3.0811,82,79,3,3.6585365853658534,7.537377031543587,3.6551952362060547,20.79296112060547,3.0,21.0,2.577,6.996,11.523,15.612
311,2025-12-12 12:28:36,1.1.1.1,GigabitEthernet0/0,2.299,5.38,3.0811,3.0811,84,81,3,3.571428571428571,8.030826662793572,4.482746124267578,15.611410140991211,1.0,16.0,2.25,7.432,11.536,13.261
312,2025-12-12 12:29:00,1.1.1.1,GigabitEthernet0/0,2.255,6.368,4.1133,4.1133,82,78,4,4.878048780487805,6.923568554413625,4.107236862182617,10.860204696655273,2.0,7.0,1.205,6.779,8.809,10.204
313,2025-12-12 12:29:25,1.1.1.1,GigabitEthernet0/0,2.233,6.35,4.1165,4.1165,78,74,4,5.128205128205128,8.956438786274678,4.743814468383789,23.031949996948242,1.0,8.0,3.762,7.75,18.194,22.248
314,2025-12-12 12:29:50,1.1.1.1,GigabitEthernet0/0,2.274,5.354,3.0799,3.0799,79,76,3,3.79746835443038,8.675280370210347,4.859685897827148,23.86164665222168,2.0,16.0,4.341,7.266,20.217,22.177
315,2025-12-12 12:30:14,1.1.1.1,GigabitEthernet0/0,2.215,5.273,3.0578,3.0578,79,76,3,3.79746835443038,7.6801682773389315,4.64177131652832,20.847082138061523,1.0,11.0,2.567,6.852,11.41,16.146
316,2025-12-12 12:30:37,1.1.1.1,GigabitEthernet0/0,2.288,5.352,3.0643,3.0643,76,73,3,3.9473684210526314,9.265674303655755,5.384683609008789,43.25699806213379,5.0,11.0,5.138,7.875,15.535,22.878
317,2025-12-12 12:31:01,1.1.1.1,GigabitEthernet0/0,2.235,5.313,3.0786,3.0786,76,73,3,3.9473684210526314,8.626114832211847,4.5108795166015625,29.758691787719727,2.0,13.0,4.638,7.112,20.507,22.876
318,2025-12-12 12:31:25,1.1.1.1,GigabitEthernet0/0,2.268,5.332,3.0644,3.0644,79,76,3,3.79746835443038,8.880448968786942,4.435062408447266,33.1873893737793,1.0,12.0,5.049,7.427,15.85,31.887
319,2025-12-12 12:31:48,1.1.1.1,GigabitEthernet0/0,2.3,5.358,3.0581,3.0581,86,83,3,3.488372093023256,7.38349305578025,4.567623138427734,13.40031623840332,4.0,13.0,1.62,7.242,9.961,13.363
320,2025-12-12 12:32:12,1.1.1.1,GigabitEthernet0/0,2.275,5.349,3.0731,3.0731,83,80,3,3.614457831325301,7.596611976623535,4.064321517944336,15.769243240356445,2.0,15.0,1.638,7.471,9.743,13.26
321,2025-12-12 12:32:36,1.1.1.1,GigabitEthernet0/0,2.266,5.328,3.0613,3.0613,88,85,3,3.4090909090909087,7.918018453261432,4.836559295654297,24.10268783569336,1.0,10.0,2.544,7.435,10.938,12.61
322,2025-12-12 12:33:00,1.1.1.1,GigabitEthernet0/0,2.315,6.407,4.0919,4.0919,85,81,4,4.705882352941177,7.81333593674648,4.199028015136719,20.377159118652344,2.0,18.0,2.676,7.307,11.221,19.73
323,2025-12-12 12:33:24,1.1.1.1,GigabitEthernet0/0,2.243,5.33,3.087,3.087,78,75,3,3.8461538461538463,8.312164942423502,4.202365875244141,22.6898193359375,7.0,10.0,3.728,7.139,16.143,19.945
324,2025-12-12 12:33:48,1.1.1.1,GigabitEthernet0/0,2.238,6.338,4.0999,4.0999,81,77,4,4.938271604938271,7.961381565440785,4.8065185546875,22.478818893432617,2.0,9.0,3.116,7.197,11.907,20.339
325,2025-12-12 12:34:13,1.1.1.1,GigabitEthernet0/0,2.356,5.417,3.0611,3.0611,86,83,3,3.488372093023256,8.182149335562464,4.251718521118164,17.719268798828125,1.0,15.0,2.259,7.717,12.046,16.157
326,2025-12-12 12:34:37,1.1.1.1,GigabitEthernet0/0,2.253,6.323,4.0699,4.0699,91,87,4,4.395604395604396,7.1015111331281995,4.362583160400391,12.85862922668457,0.0,12.0,1.64,6.768,9.98,12.118
327,2025-12-12 12:35:02,1.1.1.1,GigabitEthernet0/0,2.228,6.31,4.0821,4.0821,80,76,4,5.0,8.531768071024041,5.72967529296875,17.75336265563965,8.0,16.0,2.477,7.958,13.167,17.473
328,2025-12-12 12:35:26,1.1.1.1,GigabitEthernet0/0,2.314,6.411,4.0972,4.0972,81,77,4,4.938271604938271,8.113898240126572,4.448890686035156,21.430253982543945,3.0,9.0,2.903,7.771,9.821,20.761
329,2025-12-12 12:35:51,1.1.1.1,GigabitEthernet0/0,2.242,6.336,4.0946,4.0946,80,76,4,5.0,8.48270717420076,4.678249359130859,17.037153244018555,2.0,9.0,2.662,8.022,13.937,16.757
330,2025-12-12 12:36:16,1.1.1.1,GigabitEthernet0/0,2.268,6.379,4.1101,4.1101,84,80,4,4.761904761904762,7.536488771438599,4.55164909362793,15.626668930053711,2.0,10.0,1.946,7.19,11.349,13.583
331,2025-12-12 12:36:41,1.1.1.1,GigabitEthernet0/0,2.275,5.355,3.0798,3.0798,81,78,3,3.7037037037037033,7.626768870231433,3.8094520568847656,15.287637710571289,2.0,13.0,1.826,7.172,10.696,11.896
332,2025-12-12 12:37:05,1.1.1.1,GigabitEthernet0/0,2.308,5.383,3.0756,3.0756,81,78,3,3.7037037037037033,8.54330490796994,4.083871841430664,35.735368728637695,2.0,14.0,5.413,6.999,20.335,31.451
333,2025-12-12 12:37:28,1.1.1.1,GigabitEthernet0/0,2.31,6.425,4.1143,4.1143,80,76,4,5.0,7.690360671595523,4.857301712036133,13.803958892822266,7.0,10.0,1.667,7.65,11.09,13.336
334,2025-12-12 12:37:53,1.1.1.1,GigabitEthernet0/0,2.406,4.455,2.0488,2.0488,80,78,2,2.5,6.730963022280962,0,12.689828872680664,4.0,7.0,1.84,6.806,9.231,12.456
335,2025-12-12 12:38:17,1.1.1.1,GigabitEthernet0/0,2.251,5.325,3.0744,3.0744,81,78,3,3.7037037037037033,7.683142637595152,4.063129425048828,16.702890396118164,4.0,14.0,2.615,7.004,12.58,16.253
336,2025-12-12 12:38:41,1.1.1.1,GigabitEthernet0/0,2.267,6.366,4.0992,4.0992,78,74,4,5.128205128205128,10.076780576963682,4.795551300048828,86.20405197143555,2.0,12.0,12.066,7.766,13.09,74.902
337,2025-12-12 12:39:05,1.1.1.1,GigabitEthernet0/0,2.276,5.349,3.0733,3.0733,80,77,3,3.75,8.339634189358005,5.298852920532227,16.553163528442383,2.0,15.0,2.562,7.607,14.258,15.371
338,2025-12-12 12:39:29,1.1.1.1,GigabitEthernet0/0,2.276,5.353,3.0775,3.0775,81,78,3,3.7037037037037033,7.673159623757387,4.777431488037109,12.908220291137695,2.0,11.0,1.714,7.27,10.802,11.715
339,2025-12-12 12:39:53,1.1.1.1,GigabitEthernet0/0,2.252,5.332,3.0796,3.0796,81,78,3,3.7037037037037033,7.8879900467701445,4.131317138671875,15.714645385742188,2.0,16.0,2.169,7.571,12.354,15.192
340,2025-12-12 12:40:17,1.1.1.1,GigabitEthernet0/0,2.229,5.31,3.0801,3.0801,77,74,3,3.896103896103896,8.10843867224616,4.627704620361328,22.797346115112305,1.0,12.0,3.359,7.258,12.012,21.422
341,2025-12-12 12:40:40,1.1.1.1,GigabitEthernet0/0,2.226,6.343,4.1169,4.1169,80,76,4,5.0,8.768906718806216,5.897045135498047,17.832279205322266,2.0,8.0,2.346,8.186,13.027,16.551
342,2025-12-12 12:41:05,1.1.1.1,GigabitEthernet0/0,2.316,6.417,4.1006,4.1006,84,80,4,4.761904761904762,8.37833285331726,4.45556640625,30.16972541809082,2.0,10.0,5.095,7.032,22.71,29.098
343,2025-12-12 12:41:30,1.1.1.1,GigabitEthernet0/0,2.222,5.299,3.0766,3.0766,76,73,3,3.9473684210526314,9.73296492067102,4.967212677001953,30.888080596923828,1.0,13.0,5.89,7.254,21.212,30.276
344,2025-12-12 12:41:54,1.1.1.1,GigabitEthernet0/0,2.32,6.399,4.0785,4.0785,82,78,4,4.878048780487805,7.7316699883876705,4.883527755737305,21.051645278930664,2.0,11.0,2.51,7.405,10.014,20.22
345,2025-12-12 12:42:19,1.1.1.1,GigabitEthernet0/0,2.249,5.322,3.073,3.073,81,78,3,3.7037037037037033,7.0970455805460615,4.235267639160156,14.921426773071289,2.0,12.0,1.589,6.775,9.675,10.295
346,2025-12-12 12:42:43,1.1.1.1,GigabitEthernet0/0,2.279,6.385,4.1063,4.1063,80,76,4,5.0,8.984888854779696,5.19251823425293,28.403043746948242,2.0,10.0,4.568,7.847,14.712,28.026
347,2025-12-12 12:43:08,1.1.1.1,GigabitEthernet0/0,2.332,5.406,3.0741,3.0741,81,78,3,3.7037037037037033,8.220587021265274,4.590749740600586,19.095182418823242,1.0,13.0,2.596,7.477,12.516,17.596
348,2025-12-12 12:43:32,1.1.1.1,GigabitEthernet0/0,2.281,5.358,3.077,3.077,85,82,3,3.5294117647058822,6.821222421599598,4.16111946105957,10.917186737060547,2.0,16.0,1.268,6.707,8.892,9.94
349,2025-12-12 12:43:56,1.1.1.1,GigabitEthernet0/0,2.248,5.337,3.0896,3.0896,77,74,3,3.896103896103896,8.265153781787768,5.023717880249023,16.899585723876953,2.0,13.0,2.685,7.514,13.412,16.587
350,2025-12-12 12:44:19,1.1.1.1,GigabitEthernet0/0,2.272,6.381,4.1092,4.1092,83,79,4,4.819277108433735,7.841532743429836,4.354238510131836,18.15176010131836,3.0,10.0,2.483,7.149,13.257,14.795
351,2025-12-12 12:44:44,1.1.1.1,GigabitEthernet0/0,2.231,5.31,3.079,3.079,81,78,3,3.7037037037037033,7.7161880639883185,4.9648284912109375,17.984867095947266,1.0,12.0,2.058,7.168,11.415,13.624
352,2025-12-12 12:45:08,1.1.1.1,GigabitEthernet0/0,2.269,5.353,3.0836,3.0836,82,79,3,3.6585365853658534,7.611102695706524,4.817962646484375,12.857437133789062,2.0,12.0,1.872,7.156,11.424,12.659
353,2025-12-12 12:45:32,1.1.1.1,GigabitEthernet0/0,2.26,5.344,3.0841,3.0841,78,75,3,3.8461538461538463,8.023716608683268,5.219936370849609,26.033401489257812,2.0,12.0,3.155,7.38,11.343,21.125
354,2025-12-12 12:45:55,1.1.1.1,GigabitEthernet0/0,2.264,5.335,3.0715,3.0715,79,76,3,3.79746835443038,6.925899731485467,4.600763320922852,10.827302932739258,2.0,9.0,1.326,6.862,9.402,9.923
355,2025-12-12 12:46:19,1.1.1.1,GigabitEthernet0/0,2.277,5.35,3.0735,3.0735,82,79,3,3.6585365853658534,7.297416276569608,4.921436309814453,14.398813247680664,2.0,13.0,1.6,6.999,10.207,11.299
